id_inscricao,cor_raca,ensino,estado_civil,nota_matematica,nota_ciencias_natureza,nota_ciencias_humanas,nota_linguagens_codigos,sexo,sigla_uf_prova,tipo_escola,renda_familiar,tem_internet
210059296497,3,1,1,442.9,507.4,387.7,499.7,F,RR,2,F,B
210060037531,2,1,1,353.9,474.0,385.6,431.1,F,RR,2,B,B
210058714199,3,1,1,731.7,496.2,613.7,634.5,F,RR,2,D,B
210059692793,3,1,1,420.7,433.8,455.1,337.3,M,RR,2,C,B
210059070326,3,1,1,397.4,483.5,578.8,557.3,F,RR,2,B,B
210059918294,3,1,1,748.5,536.2,575.9,528.0,M,RR,2,E,B
210058756046,3,1,1,555.5,518.7,582.8,541.7,F,AC,2,B,B
210058787700,1,1,1,364.7,446.4,552.4,545.1,M,AC,2,B,B
210061085784,4,1,1,508.3,534.6,604.2,579.6,M,AC,2,B,B
210058426802,1,1,1,526.6,538.7,613.2,574.6,M,AC,2,J,B
210059495478,3,1,1,501.5,538.2,577.1,530.8,F,AC,2,B,B
210059360798,1,1,1,461.6,488.1,580.2,560.5,F,AC,2,D,B
210060060684,1,2,1,332.1,394.2,434.1,389.0,F,AC,2,B,B
210059766567,3,1,1,439.2,405.9,415.7,493.7,F,AC,2,B,A
210060097039,3,1,1,413.9,467.6,316.5,381.8,F,AC,2,B,B
210059545355,3,1,1,495.5,421.5,436.2,481.9,F,AC,2,C,B
210058772129,3,1,1,685.5,474.4,570.8,601.3,M,AC,2,H,B
210061400812,1,1,1,483.7,491.8,441.4,466.8,F,AC,2,B,A
210060640288,3,1,1,406.7,379.8,440.6,435.0,M,AC,2,C,B
210058524472,5,1,1,492.4,372.6,405.2,498.4,M,AC,2,B,B
210060259198,3,1,1,438.7,506.4,567.8,565.1,F,AC,2,E,B
210059623373,3,1,1,613.4,493.2,508.7,513.9,F,AC,2,C,B
210058686438,3,1,1,577.2,564.1,535.8,518.1,F,AC,2,B,A
210062013300,1,1,1,511.0,489.2,460.1,515.1,M,AC,2,I,B
210059353825,3,1,1,567.8,474.5,515.6,464.5,F,AC,2,D,B
210061731667,3,1,1,377.0,485.7,425.4,438.5,F,AC,2,B,B
210058902176,0,1,0,462.9,371.9,355.2,403.3,M,AC,2,E,B
210058957283,3,1,1,510.0,423.6,583.8,599.4,F,AC,2,B,B
210061126935,3,1,1,619.5,365.0,498.1,535.5,M,AC,2,E,B
210059013272,3,1,1,535.6,437.7,512.1,514.0,M,AC,2,H,B
210060556669,3,1,1,632.8,513.0,598.5,591.8,F,AC,2,D,A
210060672154,3,1,1,400.5,472.1,415.3,411.4,F,AC,2,B,A
210060605495,3,1,1,442.1,446.8,424.1,410.5,F,AC,2,G,B
210059061873,1,1,1,502.4,463.7,451.7,468.0,F,AC,2,B,B
210058099316,2,1,1,520.2,412.6,550.7,519.0,F,AC,2,I,B
210061077179,2,1,1,496.4,486.5,562.2,580.8,F,AC,2,C,B
210059159521,1,1,1,409.1,549.0,479.6,495.3,F,AC,2,E,B
210058207985,1,1,1,505.6,561.7,587.3,516.6,F,AC,2,B,B
210058672857,3,1,1,357.2,430.3,408.2,485.4,F,AC,2,B,B
210059027899,1,1,1,654.6,428.6,502.2,481.6,F,AC,2,A,A
210059539695,1,1,1,479.2,495.4,499.7,538.2,M,AC,2,B,B
210058475197,3,1,1,497.4,432.8,517.5,525.7,F,AC,2,B,B
210061471686,3,1,1,548.3,537.2,526.5,535.3,M,AC,2,G,B
210060558370,1,1,1,614.1,582.2,583.5,582.4,F,AC,2,H,B
210058046924,1,1,1,615.9,531.0,466.4,527.4,M,AC,3,M,B
210058172154,3,1,1,397.8,437.7,489.6,521.5,F,AC,2,A,B
210061541225,3,1,1,450.9,449.1,508.2,491.1,M,AC,2,M,B
210061979815,3,1,1,470.5,534.0,400.2,502.7,F,AC,2,C,B
210060936190,3,2,1,367.4,379.5,438.0,515.1,M,AC,2,E,B
210061774929,2,1,1,432.6,355.1,431.3,480.0,F,AC,2,B,B
210061884812,3,1,1,590.8,424.9,590.8,559.7,F,AC,2,C,B
210060070069,3,1,1,383.4,386.3,315.0,472.6,M,AC,2,C,B
210058487829,3,1,1,354.7,383.6,476.7,435.4,F,AC,2,A,B
210061016203,3,1,1,585.8,510.9,528.6,552.5,F,AC,2,B,B
210058324125,1,1,1,370.8,478.1,493.7,451.0,F,AC,2,B,B
210059061794,3,1,1,650.4,523.7,618.2,595.6,F,AC,2,C,B
210060542069,1,1,1,442.3,439.5,549.3,541.3,M,AC,3,E,B
210058958867,3,1,1,652.0,561.9,582.3,566.3,F,AC,2,A,B
210060720876,3,1,1,522.5,531.7,613.5,561.4,M,AC,2,C,B
210060630214,1,1,1,521.4,466.3,493.0,505.6,M,AC,2,E,B
210061017673,1,1,1,592.0,453.4,549.8,550.9,F,AC,2,D,B
210060515599,3,1,3,603.3,448.4,376.0,487.7,M,AC,2,B,B
210060302533,1,1,1,527.5,514.9,531.2,513.1,M,AC,2,J,B
210058105285,3,1,1,539.5,561.7,549.7,532.7,M,AC,2,B,A
210061338121,2,1,1,408.3,425.9,393.7,484.8,F,AC,2,A,B
210059881935,3,1,1,402.7,389.0,516.4,462.2,F,AC,2,B,A
210059957139,3,1,1,328.7,396.6,354.4,380.9,F,AC,2,B,B
210059022659,3,1,1,609.5,435.8,453.9,528.5,M,AC,2,F,B
210058701636,3,1,1,588.6,498.2,517.2,520.2,M,AC,2,D,B
210058579376,3,1,1,670.1,609.4,540.8,626.8,M,AC,2,F,B
210058589668,3,1,1,606.9,418.4,521.4,561.9,M,AC,2,C,B
210058873115,3,1,1,455.5,398.7,475.5,505.5,F,AC,2,B,A
210061944273,1,1,1,421.3,445.9,389.8,495.8,F,AC,2,B,B
210058424153,1,1,1,438.1,490.9,516.6,526.0,F,AC,2,D,B
210060563638,1,1,1,499.2,444.7,541.6,546.5,F,AC,2,A,A
210059879606,1,1,1,454.2,380.2,456.8,457.5,F,AC,2,B,B
210058401183,1,1,1,516.6,408.9,387.7,353.2,F,AC,2,B,B
210059340603,1,1,1,591.6,583.0,588.5,611.3,M,AC,2,B,B
210060715074,3,1,1,429.8,445.8,480.1,493.8,M,AC,2,C,B
210060064679,3,1,1,380.6,386.8,502.1,556.8,F,AC,2,C,B
210059263488,3,1,1,377.4,392.2,454.3,465.8,F,AC,2,B,B
210058076044,3,1,1,417.3,435.1,419.9,322.6,M,AC,2,B,B
210061394927,3,1,1,531.4,513.4,599.2,526.1,M,AC,2,L,B
210060477851,2,1,1,438.5,443.6,556.8,531.2,F,AC,2,B,B
210060696001,3,1,0,331.4,399.7,405.7,556.0,F,AC,2,B,B
210060956133,2,1,1,463.8,491.3,532.3,522.6,F,AC,2,B,A
210060466564,3,1,1,539.9,588.5,653.2,603.7,M,AC,2,B,B
210060305174,1,1,1,338.8,383.9,319.4,363.3,M,AC,2,D,B
210059172659,3,1,1,351.1,375.3,419.6,396.4,M,AC,2,B,A
210061611189,3,1,1,347.5,442.5,382.7,470.3,F,AC,2,C,B
210060545984,1,1,1,662.3,603.5,627.7,599.5,F,AC,3,N,B
210058704455,3,1,1,675.0,403.8,609.8,578.9,M,AC,2,C,B
210058264450,2,1,1,534.4,495.7,519.0,531.9,M,AC,2,C,B
210059303643,1,1,1,686.0,529.5,582.6,588.1,M,AC,2,C,B
210060791954,5,1,0,639.0,594.1,608.8,565.5,F,AC,2,D,B
210059842143,3,1,1,388.8,443.3,442.6,432.4,F,AC,2,B,B
210058480567,3,1,1,455.0,522.5,490.5,497.3,F,AC,3,D,B
210059434823,3,1,0,436.1,525.4,541.8,576.5,F,AC,2,B,B
210059038634,3,1,1,715.0,541.4,610.1,621.3,F,AC,2,D,B
210059043629,1,1,1,584.5,448.5,561.3,506.1,M,AC,2,A,B
210059572303,3,1,1,488.1,435.4,403.6,500.4,F,AC,2,B,A
210058825221,1,1,1,598.6,579.6,636.5,622.7,F,AC,2,L,B
210058100315,1,1,1,359.9,443.3,441.1,344.0,F,AC,2,B,A
210060269691,3,1,1,504.3,427.6,503.5,469.4,M,AC,2,C,B
210061297699,2,1,0,342.8,490.3,510.4,447.4,F,AC,2,B,B
210058959134,2,1,1,382.4,413.3,426.1,473.3,F,AC,2,E,B
210061318129,1,2,1,447.0,410.4,491.7,394.6,F,AC,2,C,B
210059411573,1,1,1,527.8,474.1,557.9,560.4,M,AC,2,F,B
210060597537,2,1,1,422.5,432.1,483.6,513.8,F,AC,2,B,B
210059193995,3,1,1,615.3,378.0,543.4,559.0,M,AC,2,E,B
210059751071,3,1,1,337.0,448.8,411.0,386.0,F,AC,2,A,A
210058178656,3,1,1,388.2,377.4,479.5,492.3,M,AC,2,B,B
210060130436,4,1,1,581.7,436.2,559.0,549.0,F,AC,2,C,B
210058102294,1,1,1,408.7,539.7,572.7,552.4,F,AC,2,B,B
210058090208,3,1,1,376.3,372.7,423.3,405.5,M,AC,2,B,B
210058178582,3,1,1,463.0,551.9,304.2,536.7,F,AC,2,B,B
210059409268,3,1,1,425.9,432.7,481.3,392.0,F,AC,2,B,B
210059087688,3,1,1,352.5,511.7,425.9,477.0,F,AC,2,G,B
210060679811,3,1,1,506.7,473.3,552.2,516.9,F,AC,2,G,B
210059637719,2,1,1,509.0,521.7,564.9,534.9,M,AC,2,E,B
210059417809,3,1,1,398.1,422.3,323.0,456.2,F,AC,2,B,B
210060888285,2,1,1,527.9,511.4,479.1,522.6,F,AC,2,C,B
210060432404,3,1,1,438.6,546.1,354.6,330.7,F,AC,2,B,B
210060325716,1,1,0,411.4,526.3,518.3,484.3,F,AC,2,D,B
210059963399,0,1,1,422.7,460.0,447.5,467.0,F,AC,2,B,A
210060626541,3,1,0,548.0,406.6,524.2,538.1,F,AC,2,B,A
210059561865,5,1,0,417.3,412.4,375.8,357.2,F,AC,2,A,A
210058772539,2,1,1,401.7,488.4,579.7,559.5,F,AC,2,D,B
210058878033,3,1,1,689.6,409.9,511.4,495.1,M,AC,2,C,B
210058436356,4,1,1,362.6,393.8,438.5,412.1,F,AC,2,B,B
210060943801,3,1,1,395.7,393.6,415.4,425.6,F,AC,2,B,B
210060676402,3,1,1,412.5,334.9,395.6,384.5,F,AC,2,B,B
210058937213,3,2,1,489.9,500.8,337.7,386.5,F,AC,2,B,B
210058405062,3,1,1,536.2,467.5,540.3,576.7,F,AC,2,B,B
210059716879,3,1,1,620.9,532.0,554.2,516.5,M,AC,2,C,B
210061345205,3,1,1,376.3,406.4,376.1,457.9,M,AC,2,B,B
210059444533,1,1,1,531.0,452.7,543.9,514.8,F,AC,2,B,A
210059825263,3,1,1,490.4,415.2,491.0,498.1,F,AC,2,A,A
210059894784,3,1,1,442.8,454.9,380.4,488.0,M,AC,2,D,B
210059963016,3,1,1,408.7,353.4,345.6,325.7,F,AC,2,B,A
210059818319,3,1,1,505.8,527.0,566.8,502.7,M,AL,2,D,B
210059690164,3,1,1,391.7,340.8,370.3,486.5,F,AL,2,B,B
210059557768,3,1,1,467.7,470.9,518.6,542.3,F,AL,3,B,B
210060940841,3,1,1,438.9,345.8,364.0,386.4,F,AL,2,B,B
210059340651,3,1,0,439.9,332.3,403.2,320.5,M,AL,2,A,B
210058494513,1,1,1,411.6,442.2,491.5,396.4,F,AL,2,B,B
210061021264,3,1,1,501.0,454.4,520.3,518.6,M,AL,2,G,B
210058494676,3,1,1,508.6,499.7,516.7,470.0,F,AL,2,B,B
210058624274,3,1,1,455.5,406.2,346.4,330.9,M,AL,2,A,A
210060710459,4,1,1,422.0,481.0,388.4,316.2,M,AL,2,B,B
210058450885,3,1,1,397.4,501.6,367.3,339.1,F,AL,2,A,A
210058484926,3,1,1,465.9,392.1,404.4,482.4,F,AL,2,B,B
210061321729,1,1,1,369.8,463.3,462.0,449.9,F,AL,2,B,B
210061538552,1,1,1,408.3,360.7,370.2,392.0,M,AL,2,C,A
210059257020,3,1,1,571.0,489.4,516.6,568.7,M,AL,2,D,B
210060602443,3,1,1,372.7,466.3,469.5,488.4,F,AL,2,B,B
210060478290,1,1,1,413.5,420.3,485.1,490.8,F,AL,2,F,B
210061942381,1,2,1,546.5,537.8,585.9,497.5,M,AL,3,C,B
210061293477,3,1,1,591.9,549.5,437.2,498.0,M,AL,3,E,B
210059004309,2,1,1,409.1,343.1,394.0,401.4,M,AL,2,C,B
210061765935,3,1,1,398.7,394.1,431.3,403.0,F,AL,2,B,B
210061627669,3,1,1,411.6,466.5,359.9,452.2,F,AL,2,C,B
210061916990,3,1,1,404.0,437.9,462.3,440.4,F,AL,2,B,B
210059974858,3,1,1,644.6,540.9,625.5,587.9,F,AL,2,B,B
210058959380,1,1,1,351.8,379.0,414.7,340.0,F,AL,2,B,B
210058980196,3,1,1,359.8,508.8,424.9,481.8,F,AL,2,B,A
210059711130,3,1,1,502.0,591.5,621.9,614.6,F,AL,2,B,B
210061908282,2,1,1,423.7,496.0,466.5,515.9,F,AL,2,A,B
210061316081,1,1,1,689.7,487.3,607.0,558.0,M,AL,3,B,B
210059062027,3,1,1,454.5,430.4,434.5,435.9,F,AL,2,B,B
210058653032,3,1,1,359.9,433.8,430.2,451.3,F,AL,2,B,A
210060834652,3,1,1,559.6,482.0,582.6,555.2,F,AL,2,B,B
210058627575,1,1,1,428.6,407.9,463.1,464.6,F,AL,2,E,B
210059594190,1,1,1,536.5,386.4,501.0,438.2,F,AL,3,B,B
210060557529,3,1,1,438.4,339.9,374.1,381.0,M,AL,2,B,B
210060286314,3,1,1,522.5,425.3,494.4,401.8,F,AL,2,B,B
210058511799,3,1,1,562.9,388.1,535.7,505.3,M,AL,2,D,B
210058643050,3,1,1,450.2,400.0,352.5,427.4,F,AL,2,B,B
210059438297,2,1,1,476.0,493.5,505.3,511.4,F,AL,3,B,B
210059506632,1,1,1,407.4,543.9,614.6,504.9,M,AL,2,C,B
210058970157,2,1,1,478.7,450.5,388.4,328.8,M,AL,2,B,B
210060554339,1,1,1,374.4,426.8,402.0,418.1,F,AL,2,B,A
210059370993,3,1,1,399.1,402.2,527.3,491.7,F,AL,2,B,B
210059122107,3,1,1,379.1,434.1,538.6,536.3,F,AL,2,C,B
210059352857,1,1,1,450.2,464.8,384.1,461.7,M,AL,2,E,B
210060247526,3,1,1,501.4,509.4,524.2,500.0,F,AL,2,B,B
210060328639,3,1,1,344.5,393.4,358.6,556.2,F,AL,2,A,B
210058502783,4,1,1,525.8,568.4,627.3,599.8,M,AL,2,B,B
210059201187,1,1,1,411.0,393.7,521.4,387.2,F,AL,2,B,B
210059132479,2,1,1,457.6,436.2,495.1,515.6,M,AL,2,A,A
210060886416,3,1,1,564.0,512.1,582.1,582.4,F,AL,2,B,B
210060006371,3,1,1,389.5,413.1,510.0,505.3,M,AL,2,D,B
210058352439,3,1,1,558.1,466.6,514.7,471.2,F,AL,2,B,A
210058848931,2,1,1,551.0,427.5,371.7,373.7,M,AL,2,B,A
210058783855,1,1,1,515.2,387.2,318.9,483.7,F,AL,2,B,B
210061013047,3,1,1,411.0,458.2,495.9,444.9,F,AL,2,B,B
210058841738,3,1,1,382.5,442.6,457.1,481.0,F,AL,2,A,B
210060194908,1,1,1,362.5,375.0,419.6,515.9,F,AL,2,B,B
210058583254,3,1,1,467.2,477.7,490.1,523.2,F,AL,2,B,A
210061234408,3,1,1,543.1,430.9,539.5,489.9,F,AL,2,C,B
210059875027,3,1,1,486.8,438.8,496.7,476.3,F,AL,2,C,B
210058830868,3,1,1,346.7,432.4,464.2,434.7,F,AL,2,B,B
210061434225,3,1,1,441.0,438.1,445.5,387.0,F,AL,2,D,B
210061352732,3,1,1,497.5,481.4,495.0,454.4,M,AL,2,A,B
210061543544,3,1,1,483.3,439.8,332.1,466.1,M,AL,3,J,B
210060810619,3,1,1,345.6,396.7,449.9,458.2,F,AL,2,B,B
210061450854,1,1,1,598.7,457.4,559.1,585.8,F,AL,2,B,B
210058239872,1,1,1,607.4,505.1,484.3,456.9,F,AL,3,B,B
210058143576,2,1,0,518.2,443.1,507.7,468.1,M,AL,2,D,B
210059261259,3,1,1,412.6,366.8,373.4,455.5,F,AL,2,D,B
210061718342,2,1,1,479.4,549.8,408.6,493.3,M,AL,2,B,B
210061952722,3,1,1,699.3,528.0,553.4,449.9,M,AL,2,J,B
210061694254,2,1,1,390.6,438.4,337.9,388.0,F,AL,2,B,B
210061572228,3,1,1,483.9,492.3,452.4,464.5,F,AL,2,B,B
210061297875,3,1,1,353.8,437.0,472.4,422.0,M,AL,3,K,B
210060052164,1,1,1,411.3,468.3,571.5,558.5,F,AL,2,B,B
210059801259,2,1,1,425.8,480.7,584.6,551.9,F,AL,2,B,B
210059867027,3,1,1,360.5,412.0,496.2,475.1,F,AL,2,B,B
210059025842,2,1,1,392.3,379.9,499.1,496.8,F,AL,2,B,B
210058424020,3,1,1,701.9,615.3,410.1,555.5,M,AL,2,H,B
210059644215,3,1,1,451.2,444.7,517.3,490.7,F,AL,2,B,B
210060733867,2,1,1,417.0,506.8,463.6,482.8,M,AL,2,B,A
210059443865,4,1,1,402.4,420.7,404.5,410.1,F,AL,2,B,A
210059723901,2,1,0,487.5,479.8,498.0,553.6,M,AL,3,C,B
210059131269,1,1,1,460.6,413.0,508.2,487.4,F,AL,2,C,B
210059172552,3,1,1,389.8,428.3,362.2,345.7,M,AL,2,C,B
210060497439,3,1,1,425.0,410.8,436.3,440.4,M,AL,2,A,B
210060751806,4,1,1,476.6,408.2,525.5,460.4,F,AL,2,A,A
210061086746,1,1,1,418.7,447.7,429.8,376.8,F,AL,2,B,B
210059378380,3,1,1,404.2,328.4,364.2,300.8,F,AL,2,A,A
210058443667,2,1,1,571.2,471.9,552.4,439.4,M,AL,2,B,B
210058641666,1,1,1,336.1,362.8,490.6,484.6,F,AL,2,C,B
210059691956,3,1,1,426.7,524.9,404.9,468.9,F,AL,2,C,B
210060653123,1,1,1,730.0,553.5,653.4,570.7,F,AL,2,B,B
210060195981,2,1,1,452.5,449.2,517.0,481.1,F,AL,2,B,B
210058756383,3,1,1,418.4,430.7,471.2,477.1,F,AL,3,B,B
210058292882,1,1,1,459.1,460.2,433.9,441.3,F,AL,2,A,A
210060989031,3,1,1,364.0,390.2,367.2,403.1,F,AL,2,B,B
210058742207,3,1,1,394.7,396.8,562.6,516.3,F,AL,2,B,B
210058708082,1,1,1,366.5,483.4,439.6,366.9,F,AL,2,B,B
210059920671,1,1,1,480.8,467.6,488.0,557.6,M,AL,2,A,B
210058668823,2,1,1,401.8,431.7,460.4,443.0,F,AL,2,E,B
210061457303,3,1,1,587.6,563.6,560.4,556.8,M,AL,2,B,B
210059198618,1,1,1,355.5,493.4,500.0,414.1,F,AL,2,G,B
210058337254,3,1,1,392.5,431.1,519.6,436.1,F,AL,2,A,A
210058655879,1,1,1,468.4,502.3,565.1,528.7,F,AL,2,B,B
210060548720,0,1,1,385.4,472.1,481.6,432.1,M,AL,2,B,B
210061398963,3,1,1,443.0,410.8,560.2,546.4,M,AL,2,B,A
210059037068,1,1,1,608.0,432.2,555.0,527.3,F,AL,2,C,B
210058502904,3,1,1,332.6,412.1,479.4,471.8,M,AL,2,A,A
210061108951,3,1,1,513.9,579.3,409.9,521.4,F,AL,2,C,B
210058598278,3,1,1,480.5,424.7,443.9,502.4,M,AL,2,B,A
210061324265,3,1,1,336.1,396.3,336.5,435.3,F,AL,2,B,B
210061607019,1,1,1,378.0,396.4,421.8,374.7,F,AL,2,A,B
210059385773,3,1,1,357.2,483.3,406.1,404.0,M,AL,2,B,A
210058133278,1,1,1,470.3,440.2,474.8,360.3,M,AL,2,B,B
210061535967,3,1,1,495.5,449.7,468.4,519.0,F,AL,2,A,B
210058144962,3,1,1,519.8,455.5,574.4,507.9,M,AL,2,D,B
210058224476,4,1,1,429.9,520.7,544.9,514.7,F,AL,2,B,B
210058315947,1,1,1,416.5,438.0,492.8,438.8,F,AL,2,C,B
210058995276,1,1,1,372.4,347.1,411.2,483.4,F,AL,2,D,B
210059642602,1,1,1,590.2,507.4,621.5,552.2,F,AL,2,B,B
210060514835,2,1,1,636.8,506.0,589.4,577.3,M,AL,2,C,B
210058884019,1,1,1,635.7,538.0,668.9,575.0,M,AL,3,I,B
210058709299,1,1,1,595.3,539.1,590.9,639.0,M,AL,3,H,B
210058375009,1,1,1,727.1,565.4,627.1,636.4,F,AL,2,C,B
210058824324,3,1,0,668.4,445.3,580.7,530.0,M,AL,2,E,B
210061068370,3,1,1,436.8,512.3,507.5,506.2,M,AL,2,A,A
210061740204,3,1,1,480.4,394.6,384.6,437.7,F,AL,2,B,B
210059886675,2,1,1,571.2,520.1,563.1,571.3,M,AL,2,B,B
210061922087,1,1,1,620.7,507.9,529.6,562.2,F,AL,3,I,B
210059568294,2,1,1,612.3,517.3,567.1,537.4,F,AL,2,B,B
210061953457,1,1,1,449.7,431.5,498.3,509.8,M,AL,2,B,B
210059736602,3,1,1,479.2,513.4,524.7,505.8,M,AL,2,D,B
210060805670,2,1,1,458.0,421.2,479.2,450.0,F,AL,2,B,B
210060807561,3,1,1,610.6,542.9,627.9,510.5,M,AL,2,B,B
210061697053,2,1,1,467.1,502.4,524.5,457.7,M,AL,2,B,B
210058871298,3,1,1,447.0,440.4,497.3,448.0,M,AL,2,C,B
210059622436,3,1,1,563.0,484.6,500.9,528.5,F,AL,2,C,B
210059606864,3,1,1,374.2,507.7,507.4,502.7,F,AL,2,B,A
210060432291,2,1,1,409.5,529.3,544.4,512.8,F,AL,2,B,A
210058958895,3,1,1,425.5,392.3,439.4,495.0,F,AL,2,A,A
210058428327,3,1,1,620.3,515.5,570.8,558.5,M,AL,2,F,B
210059789751,3,1,1,445.3,534.9,318.7,494.8,F,AL,2,B,B
210060884653,1,1,1,684.0,605.9,563.8,605.2,F,AL,2,D,B
210059848751,3,1,1,519.8,499.3,431.4,480.9,M,AL,2,E,B
210060936801,3,1,0,481.5,419.5,533.0,514.8,F,AL,2,B,B
210060402266,3,1,1,457.2,536.4,479.4,536.1,M,AL,2,A,A
210060819307,2,1,1,467.0,530.3,608.6,549.8,M,AL,3,D,B
210058491586,3,1,1,456.3,540.6,494.1,468.1,M,AL,2,B,B
210059712096,2,1,1,425.8,528.8,427.7,509.0,M,AL,2,A,B
210058965830,1,1,1,387.5,452.0,513.2,557.8,F,AL,3,C,B
210058816149,1,1,1,445.4,437.1,481.1,514.5,M,AL,2,A,B
210059834462,2,1,1,745.8,576.2,608.6,629.4,M,AL,2,B,B
210059128472,3,1,1,574.3,491.7,608.2,533.1,M,AL,2,E,B
210058199449,3,1,1,570.0,507.3,560.1,489.5,F,AL,2,B,A
210061535668,3,1,0,378.1,356.9,392.2,383.2,M,AL,2,B,B
210058762604,0,1,0,526.4,405.7,514.8,482.1,F,AL,2,B,B
210060083159,3,1,1,356.4,441.1,393.7,412.4,F,AL,2,B,B
210058037322,3,1,1,378.2,381.6,423.8,368.0,M,AL,2,D,B
210058727824,4,1,1,482.8,339.8,489.5,487.2,M,AL,2,B,B
210060338063,2,1,1,382.2,401.2,492.2,427.0,M,AL,2,B,B
210058812167,3,1,1,488.6,467.6,560.9,574.9,M,AL,2,B,B
210060006319,3,1,0,514.1,476.9,471.4,511.7,M,AL,2,C,B
210060601724,3,1,1,369.8,447.5,469.0,466.5,F,AL,2,B,B
210059159624,2,1,1,621.6,455.4,518.1,472.3,F,AL,2,B,B
210058735703,3,1,1,405.4,421.0,479.5,473.0,F,AL,2,B,B
210058446452,3,1,1,528.8,520.8,585.2,549.6,M,AL,2,B,B
210059486021,3,1,1,386.7,381.9,337.1,405.5,M,AL,2,B,B
210058760738,4,1,1,361.1,441.9,478.7,437.1,F,AL,2,C,B
210061011410,1,1,1,462.4,413.3,522.2,506.9,M,AL,2,B,B
210058423254,3,1,1,347.9,507.8,413.6,464.6,M,AL,2,B,A
210058833771,1,1,1,635.2,456.1,497.6,455.1,M,AL,3,Q,B
210061551527,1,1,1,371.2,346.4,541.2,515.7,F,AL,3,N,B
210060602478,3,1,1,504.3,456.3,498.6,449.6,M,AL,2,B,B
210060264413,1,1,1,371.5,378.7,503.9,338.0,F,AL,2,A,B
210061558644,3,1,1,454.6,426.7,338.5,445.1,F,AL,3,B,B
210058685092,1,1,1,421.6,425.0,487.0,474.3,F,AL,2,F,B
210061766081,3,1,3,397.5,489.8,394.1,404.8,M,AL,2,B,B
210062026589,3,1,1,393.7,454.3,0.0,376.0,F,AL,2,B,B
210061359331,3,1,1,632.4,396.6,459.1,541.4,F,AL,2,B,B
210061296985,3,1,1,371.1,389.4,423.0,434.0,F,AL,2,B,B
210058934387,3,1,1,477.9,474.1,531.8,515.3,F,AL,2,B,B
210060632665,3,1,1,570.0,487.7,497.9,540.6,F,AL,3,C,B
210058271693,1,1,1,606.6,436.4,532.4,489.6,M,AL,2,D,B
210060942639,1,1,1,509.1,506.6,594.9,564.9,F,AL,3,B,B
210060174005,2,1,0,497.6,527.8,660.2,564.6,M,AL,3,M,B
210060195951,1,1,1,555.0,456.5,541.6,534.7,F,AL,2,C,B
210059345084,3,1,1,376.3,487.9,364.4,456.1,M,AL,2,A,A
